State,county,diff,votes_gop,votes_dem,total_votes,confirmed_cases,TOT_POP,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18"
KS,Geary,1368,5193,3825,9311,1432,31670,1109,4853,8590,4072,6,26.1,46.1,21.9
KS,Gove,1093,1256,163,1433,327,2636,167,650,670,436,8.7,33.8,34.8,22.7
KS,Graham,830,1052,222,1302,112,2482,168,665,569,499,8.8,35,29.9,26.2
NC,Graham,2805,3710,905,4665,328,2482,1151,2249,1827,815,19,37.2,30.2,13.5
AR,Grant,5526,6794,1268,8200,997,7150,1065,5517,3625,2287,8.5,44.2,29,18.3
IN,Grant,10528,18543,8015,27159,6158,7150,5767,18007,13006,7584,13,40.6,29.3,17.1
KS,Grant,1413,1910,497,2452,950,7150,1201,1264,1368,697,26.5,27.9,30.2,15.4
MN,Grant,969,2269,1300,3654,444,7150,270,1427,1716,822,6.4,33.7,40.5,19.4
NM,Grant,-1037,6553,7590,14435,1292,7150,2578,5107,6860,5461,12.9,25.5,34.3,27.3
ND,Grant,938,1145,207,1381,181,7150,157,664,648,310,8.8,37.3,36.4,17.4
OR,Grant,2616,3545,929,4596,0,7150,617,1832,2012,1034,11.2,33.3,36.6,18.8
SD,Grant,1562,2618,1056,3745,816,7150,465,2204,1510,881,9.2,43.6,29.8,17.4
WA,Grant,12945,24764,11819,37680,6005,7150,13685,15218,18239,10072,23.9,26.6,31.9,17.6
WV,Grant,4264,4871,607,5509,876,7150,1640,3869,1798,1231,19.2,45.3,21.1,14.4
WI,Grant,3144,14142,10998,25608,4512,7150,2448,11589,10458,7310,7.7,36.4,32.9,23
KS,Gray,1534,1871,337,2240,592,5988,867,843,1280,795,22.9,22.3,33.8,21
TX,Gray,6011,6840,829,7782,1586,5988,3007,4883,5203,2016,19.9,32.3,34.4,13.3
KS,Greeley,460,537,77,629,100,1232,100,227,228,227,12.8,29,29.2,29
KS,Greenwood,1842,2404,562,3030,570,5982,375,1544,1670,877,8.4,34.6,37.4,19.6
SC,Greenwood,7286,19431,12145,32006,5939,5982,7646,14475,13850,11075,16.3,30.8,29.4,23.5
IN,Hamilton,13197,101587,88390,193999,30388,2539,7379,31326,47674,118226,3.6,15.3,23.3,57.8
IA,Hamilton,2113,4956,2843,7943,1651,2539,691,3319,3985,2560,6.5,31.4,37.8,24.3
KS,Hamilton,550,684,134,837,18,2539,354,555,385,288,22.4,35.1,24.3,18.2
NE,Hamilton,3191,4309,1118,5566,864,2539,334,1919,2367,1624,5.3,30.7,37.9,26
NY,Hamilton,1047,2225,1178,3460,216,2539,617,1007,1231,681,17.4,28.5,34.8,19.3
TN,Hamilton,16586,92108,75522,171113,32638,2539,27043,68818,76418,78191,10.8,27.5,30.5,31.2
TX,Hamilton,2975,3616,641,4349,641,2539,1095,2000,1542,1288,18.5,33.8,26,21.7
KS,Harper,1675,2128,453,2626,574,5436,377,1576,1311,674,9.6,40,33.3,17.1
KS,Harvey,3363,10015,6652,17034,91,34429,2048,5958,7602,7027,9,26.3,33.6,31
KS,Haskell,842,1103,261,1383,21,3968,769,466,851,405,30.9,18.7,34.2,16.3
TX,Haskell,1487,1840,353,2214,184,3968,1145,1421,1000,552,27.8,34.5,24.3,13.4
KS,Hodgeman,715,866,151,1033,171,1794,123,271,542,371,9.4,20.7,41.5,28.4
AL,Jackson,15953,19670,3717,23636,5302,13171,6526,15181,10238,5280,17.5,40.8,27.5,14.2
AR,Jackson,2228,3593,1365,5091,2388,13171,2600,5061,3408,1254,21.1,41.1,27.7,10.2
GA,Jackson,21860,29502,7642,37675,7406,13171,7216,14274,13437,9306,16.3,32.3,30.4,21
IN,Jackson,10253,14555,4302,19238,4394,13171,4002,12955,8199,4626,13.4,43.5,27.5,15.5
IA,Jackson,2911,6940,4029,11135,1993,13171,1046,5705,4313,2568,7.7,41.9,31.6,18.8
KS,Jackson,2583,4435,1852,6468,1151,13171,496,3522,3064,1921,5.5,39.1,34,21.3
MI,Jackson,15377,47372,31995,80861,13098,13171,10304,36202,39822,23483,9.4,33,36.3,21.4
MN,Jackson,2203,3948,1745,5819,817,13171,489,2435,2624,1564,6.9,34.2,36.9,22
MO,Jackson,-73307,126535,199842,333063,28474,13171,45492,133015,145567,144748,9.7,28.4,31,30.9
NC,Jackson,1765,11356,9591,21428,2275,13171,3141,7205,8407,8226,11.6,26.7,31.2,30.5
OR,Jackson,4391,63869,59478,127165,0,13171,15862,40186,54988,41866,10.4,26.3,36,27.4
SD,Jackson,379,738,359,1115,246,13171,324,623,538,384,17.3,33.3,28.8,20.5
TN,Jackson,2983,4118,1135,5323,847,13171,1846,4014,1942,772,21.5,46.8,22.6,9
TX,Jackson,4198,5231,1033,6340,1359,13171,1651,3243,3359,1587,16.8,33,34.1,16.1
WV,Jackson,6886,10093,3207,13508,1412,13171,2623,9076,5374,3533,12.7,44,26.1,17.1
WI,Jackson,1535,5791,4256,10184,2548,13171,1676,5781,4921,2089,11.6,40,34,14.4
AL,Jefferson,-42845,138843,181688,325848,60544,19043,46025,120037,137208,145462,10.3,26.8,30.6,32.4
AR,Jefferson,-5460,9521,14981,25158,6307,19043,6620,18270,14074,8432,14,38.5,29.7,17.8
GA,Jefferson,-521,3537,4058,7639,1439,19043,2657,4399,2429,1175,24.9,41.3,22.8,11
ID,Jefferson,10438,12099,1661,14173,1685,19043,1749,4440,6220,3616,10.9,27.7,38.8,22.6
IN,Jefferson,4932,9663,4731,14697,2754,19043,2189,9370,6615,3972,9.9,42.3,29.9,17.9
IA,Jefferson,124,4443,4319,8959,1238,19043,935,3540,4263,4030,7.3,27.7,33.4,31.6
KS,Jefferson,3087,6193,3106,9581,59,19043,858,5350,4121,2899,6.5,40.4,31.2,21.9
KY,Jefferson,-77712,150646,228358,386629,67838,19043,52841,141834,160800,172885,10,26.8,30.4,32.7
MO,Jefferson,39523,77046,37523,116688,20665,19043,17126,48743,56558,30916,11.2,31.8,36.9,20.2
MT,Jefferson,2720,5345,2625,8191,947,19043,441,2435,2764,2909,5.2,28.5,32.3,34
NY,Jefferson,8322,25629,17307,43848,3978,19043,6457,24590,25207,16115,8.9,34,34.8,22.3
OR,Jefferson,2796,7189,4393,11913,0,19043,2215,4680,6010,2911,14,29.6,38,18.4
PA,Jefferson,13433,17960,4527,22824,1575,19043,3239,15712,7260,5136,10.3,50.1,23.2,16.4
TN,Jefferson,13997,18651,4654,23616,3706,19043,5827,14575,10925,6159,15.5,38.9,29.1,16.4
TX,Jefferson,1497,47570,46073,94739,16928,19043,27058,55151,53962,33160,16,32.6,31.9,19.6
WA,Jefferson,-10273,6931,17204,24792,306,19043,1353,5329,8162,10679,5.3,20.9,32,41.8
WV,Jefferson,2906,15033,12127,27703,2882,19043,4128,12401,10170,11911,10.7,32.1,26.3,30.8
WI,Jefferson,7304,27208,19904,47979,7587,19043,4931,19603,19119,14417,8.5,33.8,32.9,24.8
KS,Jewell,1158,1369,211,1608,113,2879,132,932,763,372,6,42.4,34.7,16.9
AR,Johnson,4655,6938,2283,9498,2112,602401,3565,7124,3860,2735,20.6,41.2,22.3,15.8
GA,Johnson,1628,2850,1222,4100,707,602401,1531,2959,1537,701,22.8,44,22.8,10.4
IN,Johnson,26483,51219,24736,77618,15598,602401,8059,31283,29384,32041,8,31,29.2,31.8
IA,Johnson,-36252,22925,59177,83851,12496,602401,4100,13985,22501,45730,4.7,16.2,26.1,53
KS,Johnson,-28628,155631,184259,349386,41210,602401,16315,56713,102989,217617,4.1,14.4,26.2,55.3
MO,Johnson,8515,15489,6974,23123,3680,602401,2478,9392,10336,8808,8,30.3,33.3,28.4
TN,Johnson,5222,6468,1246,7801,1902,602401,2772,5687,3571,1538,20.4,41.9,26.3,11.3
TX,Johnson,38164,54628,16464,72005,14503,602401,16223,36008,34875,19545,15.2,33.8,32.7,18.3
WY,Johnson,2984,3881,897,4914,375,602401,271,1793,2301,1768,4.4,29.2,37.5,28.8
KS,Kearny,879,1134,255,1413,542,3838,617,634,752,378,25.9,26.6,31.6,15.9
KS,Kingman,2357,3102,745,3929,671,7152,315,1675,2005,1273,6,31.8,38.1,24.2
KS,Kiowa,804,957,153,1139,248,2475,168,454,550,453,10.3,27.9,33.8,27.9
KS,Labette,3032,5639,2607,8414,2311,19618,1663,4517,5210,2462,12,32.6,37.6,17.8
KS,Lane,643,757,114,888,140,1535,50,367,461,242,4.5,32.8,41.2,21.6
OR,Lane,-54030,80336,134366,222253,0,1535,21713,59108,96599,74546,8.6,23.5,38.3,29.6
KS,Leavenworth,7625,21378,13753,36115,5928,81758,4384,15510,17068,17127,8.1,28.7,31.6,31.7
AR,Lincoln,1697,2729,1032,3875,2741,2962,1910,5127,2259,903,18.7,50.3,22.1,8.9
GA,Lincoln,1741,3173,1432,4641,452,2962,1005,2365,1575,769,17.6,41.4,27.6,13.5
ID,Lincoln,1055,1469,414,1940,367,2962,671,1128,1129,330,20.6,34.6,34.7,10.1
KS,Lincoln,1007,1273,266,1570,249,2962,137,686,849,488,6.3,31.8,39.3,22.6
ME,Lincoln,-2428,10256,12684,23594,417,2962,1877,8674,7034,8561,7.2,33.2,26.9,32.7
MN,Lincoln,1184,2121,937,3115,484,2962,350,1542,1397,741,8.7,38.3,34.7,18.4
MO,Lincoln,15241,21848,6607,29018,4094,2962,4273,15381,11028,5802,11.7,42.2,30.2,15.9
MT,Lincoln,5837,8672,2835,11747,1398,2962,1798,5162,4822,2988,12.2,34.9,32.6,20.2
NV,Lincoln,1737,2067,330,2446,344,2962,540,1225,1317,665,14.4,32.7,35.1,17.7
NM,Lincoln,3748,6942,3194,10306,1446,2962,1240,4258,4848,4290,8.5,29.1,33.1,29.3
NC,Lincoln,23067,36341,13274,50217,7417,2962,8357,18013,19152,12375,14.4,31.1,33.1,21.4
OR,Lincoln,-4925,12460,17385,30726,0,2962,3468,10126,14354,8886,9.4,27.5,39,24.1
SD,Lincoln,7636,19617,11981,32396,6890,2962,1815,7635,11868,13882,5.2,21.7,33.7,39.4
TN,Lincoln,9362,12281,2919,15608,3115,2962,4008,9664,5617,4454,16.9,40.7,23.7,18.8
WA,Lincoln,3437,5150,1713,7033,303,2962,653,2173,2963,1788,8.6,28.7,39.1,23.6
WV,Lincoln,4301,6012,1711,7830,998,2962,2850,6977,3772,1296,19.1,46.8,25.3,8.7
WI,Lincoln,3756,10017,6261,16497,2807,2962,1799,7932,7095,3757,8.7,38.5,34.5,18.3
WY,Lincoln,7134,8643,1509,10468,983,2962,777,3998,4964,2841,6.2,31.8,39.5,22.6
IA,Linn,-17510,53364,70874,127458,18579,9703,7943,40304,51481,49199,5.3,27.1,34.6,33
KS,Linn,3077,3940,863,4903,643,9703,744,2615,2342,1086,11,38.5,34.5,16
MO,Linn,3088,4363,1275,5726,526,9703,922,3845,2302,1287,11,46,27.5,15.4
OR,Linn,16974,43486,26512,72640,0,9703,8586,25544,34350,16618,10.1,30,40.4,19.5
AR,Logan,4897,6441,1544,8225,1496,2794,2278,6875,4284,1846,14.9,45,28,12.1
KS,Logan,1046,1231,185,1437,286,2794,159,565,859,338,8.3,29.4,44.7,17.6
KY,Logan,5973,9067,3094,12350,2196,2794,2888,8029,4690,2755,15.7,43.7,25.5,15
ND,Logan,802,930,128,1076,190,2794,191,516,487,235,13.4,36.1,34.1,16.4
WV,Logan,8201,10534,2333,13026,1742,2794,4830,10716,6424,2433,19.8,43.9,26.3,10
IA,Lyon,4640,5707,1067,6863,1398,33195,719,2776,2490,1626,9.4,36.5,32.7,21.4
KS,Lyon,1503,7381,5878,13622,1106,33195,2326,6163,6020,5460,11.6,30.9,30.1,27.3
MN,Lyon,3345,7979,4634,12893,2982,33195,1316,5481,5540,4205,8,33.1,33.5,25.4
NV,Lyon,12441,20914,8473,30238,2607,33195,4907,12395,15496,5329,12.9,32.5,40.6,14
KS,McPherson,5585,9562,3977,13868,2947,28542,1681,5272,6767,5600,8.7,27.3,35,29
SD,McPherson,853,1075,222,1324,196,28542,290,581,595,287,16.5,33.1,33.9,16.4
AL,Marion,10742,12205,1463,13807,2109,11884,4343,7435,6770,2806,20.3,34.8,31.7,13.1
AR,Marion,4252,5783,1531,7503,590,11884,1636,4583,4091,2148,13.1,36.8,32.8,17.2
GA,Marion,963,2275,1312,3625,343,11884,1412,2331,1579,803,23.1,38.1,25.8,13.1
IN,Marion,-113597,134175,247772,389619,86656,11884,88886,173635,169794,188718,14.3,28,27.3,30.4
IA,Marion,6485,12663,6178,19232,3196,11884,1431,7665,6814,5702,6.6,35.5,31.5,26.4
KS,Marion,2914,4377,1463,5969,942,11884,754,2549,2884,2068,9.1,30.9,34.9,25.1
MO,Marion,6713,9915,3202,13348,2586,11884,2225,7348,5664,4023,11.6,38.2,29.4,20.9
OR,Marion,-1870,79002,80872,165534,0,11884,32419,60875,76493,50130,14.7,27.7,34.8,22.8
SC,Marion,-3161,5711,8872,14704,2670,11884,4168,8466,5934,3131,19.2,39,27.3,14.4
TN,Marion,6734,9911,3177,13256,2125,11884,3842,8008,6088,2355,18.9,39.5,30,11.6
TX,Marion,2131,3470,1339,4864,308,11884,1250,3083,2114,1126,16.5,40.7,27.9,14.9
WV,Marion,7399,16300,8901,25794,2505,11884,4158,15601,9969,9079,10.7,40.2,25.7,23.4
AL,Marshall,27248,33191,5943,39655,9379,9707,12151,19818,19442,12233,19.1,31.1,30.5,19.2
IN,Marshall,8132,13844,5712,19927,5185,9707,4678,12010,7781,6293,15.2,39,25.3,20.5
IA,Marshall,1395,9571,8176,18136,4397,9707,4362,9093,8156,5065,16.4,34.1,30.6,19
KS,Marshall,2423,3662,1239,5023,1020,9707,505,2981,2125,1282,7.3,43.2,30.8,18.6
MN,Marshall,2426,3721,1295,5113,691,9707,752,2411,2154,1251,11.4,36.7,32.8,19
SD,Marshall,429,1287,858,2178,268,9707,256,1060,1168,786,7.8,32.4,35.7,24
TN,Marshall,7438,11043,3605,14878,3042,9707,3363,9354,6262,3179,15.2,42.2,28.3,14.3
WV,Marshall,6980,10435,3455,14080,2118,9707,2088,9969,6762,4273,9,43.2,29.3,18.5
KS,Meade,1247,1508,261,1807,476,4033,481,796,914,552,17.5,29,33.3,20.1
SD,Meade,6590,9875,3285,13670,2214,4033,992,5482,6555,4864,5.5,30.6,36.6,27.2
IN,Miami,7690,10925,3235,14473,3346,34237,3618,10615,7566,3173,14.5,42.5,30.3,12.7
GA,Mitchell,942,4935,3993,8962,1406,5979,3873,5842,3900,1696,25.3,38.2,25.5,11.1
IA,Mitchell,1624,3677,2053,5822,1180,5979,737,2908,2363,1288,10.1,39.9,32.4,17.7
KS,Mitchell,1907,2454,547,3039,543,5979,179,1366,1581,1056,4.3,32.7,37.8,25.3
NC,Mitchell,5223,7090,1867,9041,797,5979,1721,3744,3580,2091,15.5,33.6,32.1,18.8
TX,Mitchell,1773,2170,397,2579,564,5979,1225,2152,1711,681,21.2,37.3,29.7,11.8
AL,Montgomery,-31218,33311,64529,99139,19076,31829,21646,38289,41976,48131,14.4,25.5,28,32.1
AR,Montgomery,2315,3046,731,3873,481,31829,1461,2450,2075,722,21.8,36.5,30.9,10.8
GA,Montgomery,1980,2960,980,3967,665,31829,1093,2330,1703,842,18.3,39,28.5,14.1
IN,Montgomery,8446,12659,4213,17198,3598,31829,2718,10707,7793,4687,10.5,41.3,30.1,18.1
IA,Montgomery,2076,3659,1583,5327,922,31829,700,2621,2505,1232,9.9,37.1,35.5,17.5
KS,Montgomery,6621,9768,3147,13177,703,31829,2502,6455,9201,4051,11.3,29.1,41.4,18.2
MD,Montgomery,-318347,101222,419569,533743,59155,31829,62517,94875,135383,421720,8.7,13.3,18.9,59
MO,Montgomery,3257,4465,1208,5772,550,31829,1294,3656,2098,1121,15.8,44.8,25.7,13.7
NY,Montgomery,4768,12745,7977,21134,2698,31829,4852,12028,11357,5976,14.2,35.2,33.2,17.5
NC,Montgomery,4084,8411,4327,12849,2470,31829,3933,6628,5637,2795,20.7,34.9,29.7,14.7
PA,Montgomery,-134051,185460,319511,510157,44145,31829,33289,137292,124775,280456,5.8,23.8,21.7,48.7
TN,Montgomery,9715,42187,32472,76758,11861,31829,9090,35180,43848,32983,7.5,29.1,36.2,27.2
TX,Montgomery,119005,193382,74377,271451,32894,31829,45597,80427,109691,125054,12.6,22.3,30.4,34.7
KS,Morris,1364,2085,721,2849,530,5620,402,1493,1324,812,10,37,32.8,20.1
NJ,Morris,-12747,141134,153881,300917,27888,5620,19588,69634,70935,184984,5.7,20.2,20.6,53.6
TX,Morris,2203,3872,1669,5587,505,5620,1009,3536,2786,1342,11.6,40.8,32.1,15.5
KS,Morton,857,1004,147,1163,233,2587,265,580,715,322,14.1,30.8,38,17.1
ND,Morton,8371,12243,3872,16619,4658,2587,1800,6540,7404,5613,8.4,30.6,34.7,26.3
KS,Nemaha,3692,4612,920,5625,1406,10231,436,2575,1998,1624,6.6,38.8,30.1,24.5
KS,Neosho,3068,4795,1727,6629,1566,16007,910,3374,4242,2217,8.5,31.4,39.5,20.6
KS,Ness,1168,1315,147,1487,335,2750,197,731,831,409,9.1,33.7,38.3,18.9
KS,Norton,1616,1977,361,2390,1200,5361,424,1467,1479,636,10.6,36.6,36.9,15.9
KS,Osage,3492,5591,2099,7893,949,15949,968,4299,3663,2039,8.8,39.2,33.4,18.6
MO,Osage,5388,6425,1037,7539,1361,15949,934,4051,2504,1747,10.1,43.9,27.1,18.9
KS,Osborne,1315,1590,275,1899,271,3421,193,899,909,598,7.4,34.6,35,23
KS,Ottawa,2077,2581,504,3159,533,5704,240,1500,1402,963,5.8,36.5,34.2,23.5
MI,Ottawa,36208,100913,64705,168713,20117,5704,12913,50168,53777,58810,7.4,28.6,30.6,33.5
KS,Pawnee,1393,2028,635,2712,1098,6414,618,1492,1978,949,12.3,29.6,39.3,18.8
AR,Phillips,-1206,2417,3623,6242,1494,5234,2665,3709,4236,1729,21.6,30.1,34.3,14
KS,Phillips,2070,2388,318,2752,593,5234,278,1357,1282,836,7.4,36.2,34.2,22.3
MT,Phillips,1520,1936,416,2386,478,5234,302,1019,941,583,10.6,35.8,33.1,20.5
KS,Pottawatomie,5990,9247,3257,12815,360,24383,787,4357,4644,5149,5.3,29.2,31.1,34.5
KS,Pratt,2163,3087,924,4107,787,9164,485,1541,2436,1748,7.8,24.8,39.2,28.1
KS,Rawlins,1039,1253,214,1496,346,2530,96,565,730,465,5.2,30.4,39.3,25.1
KS,Reno,9346,17948,8602,27245,7520,61998,5247,12061,17042,8881,12.1,27.9,39.4,20.5
KS,Republic,1752,2172,420,2643,665,4636,169,1131,1333,855,4.8,32.4,38.2,24.5
KS,Rice,2234,3187,953,4230,510,9537,574,1805,2453,1463,9.1,28.7,39,23.2
MN,Rice,62,17464,17402,35686,6285,9537,3971,12895,13275,11456,9.5,31,31.9,27.5
KS,Riley,-766,11174,11940,23855,6002,74232,1601,7013,11825,17403,4.2,18.5,31.2,46
KS,Rooks,1962,2294,332,2661,601,4920,358,1123,1249,862,10,31.3,34.8,24
IN,Rush,4281,6035,1754,7932,1594,3036,1770,5300,2955,1500,15.4,46,25.6,13
AL,Russell,-1364,9864,11228,21329,2985,6856,6495,12583,13434,6438,16.7,32.3,34.5,16.5
KS,Russell,2174,2765,591,3429,798,6856,538,1420,1893,1349,10.3,27.3,36.4,25.9
KY,Russell,6188,7519,1331,8955,1456,6856,3059,4523,3291,1604,24.5,36.3,26.4,12.9
AR,Saline,23496,39556,16060,56959,7917,54224,7790,25636,26748,21234,9.6,31.5,32.9,26.1
KS,Saline,7291,15313,8022,23911,5606,54224,3419,11501,12420,9701,9.2,31,33.5,26.2
MO,Saline,3547,6451,2904,9519,2344,54224,2423,5990,4065,2731,15.9,39.4,26.7,18
AR,Scott,2479,2962,483,3551,569,4823,1468,2984,1858,631,21.1,43,26.8,9.1
IN,Scott,4630,7328,2698,10161,2339,4823,2627,7226,4547,1954,16.1,44.2,27.8,11.9
IA,Scott,-3243,43683,46926,92599,16277,4823,8215,34749,36288,37088,7.1,29.9,31.2,31.9
KS,Scott,1701,1991,290,2322,472,4823,506,922,971,794,15.8,28.9,30.4,24.9
MN,Scott,5832,45872,40040,87965,11862,4823,4801,20820,30145,36166,5.2,22.6,32.8,39.3
MO,Scott,10016,13769,3753,17719,3672,4823,4055,11081,7390,3821,15.4,42.1,28,14.5
TN,Scott,7018,8004,986,9052,1534,4823,3160,6699,3632,1392,21.2,45,24.4,9.4
KS,Sedgwick,26833,117653,90820,213552,40294,516042,35357,86432,106544,102042,10.7,26.2,32.2,30.9
KS,Seward,1549,3285,1736,5099,3760,21428,4164,4008,3459,1459,31.8,30.6,26.4,11.1
KS,Shawnee,-2572,40443,43015,86122,14373,176875,9572,37674,36044,37093,8,31.3,29.9,30.8
KS,Sheridan,1093,1237,144,1397,126,2521,99,607,730,390,5.4,33.2,40,21.4
MT,Sheridan,829,1403,574,2030,383,2521,195,750,1009,604,7.6,29.3,39.4,23.6
ND,Sheridan,584,688,104,812,90,2521,158,410,408,120,14.4,37.4,37.2,10.9
WY,Sheridan,7800,11843,4043,16428,2331,2521,1018,5149,8678,6358,4.8,24.3,40.9,30
KS,Sherman,1836,2222,386,2673,450,5917,295,1280,1674,768,7.3,31.9,41.7,19.1
OR,Sherman,661,921,260,1208,0,5917,107,408,482,241,8.6,33,38.9,19.5
TX,Sherman,795,886,91,991,107,5917,491,581,607,413,23.5,27.8,29,19.7
KS,Smith,1406,1734,328,2092,250,3583,185,1010,1038,527,6.7,36.6,37.6,19.1
TN,Smith,5334,7136,1802,9051,1879,3583,1997,6304,3481,1663,14.9,46.9,25.9,12.4
TX,Smith,39465,69080,29615,100075,10192,3583,21656,35529,51517,37849,14.8,24.2,35.2,25.8
KS,Stafford,1276,1631,355,2017,332,4156,279,884,1059,697,9.6,30.3,36.3,23.9
KS,Stanton,460,607,147,767,48,2006,247,410,440,262,18.2,30.2,32.4,19.3
KS,Stevens,1498,1731,233,1997,560,5485,719,1028,1409,440,20,28.6,39.2,12.2
MN,Stevens,1122,3044,1922,5085,702,5485,398,1704,2024,1707,6.8,29.2,34.7,29.3
WA,Stevens,11969,19808,7839,28430,1353,5485,2982,10872,11810,5818,9.5,34.5,37.5,18.5
KS,Sumner,5447,7998,2551,10779,1572,22836,1213,5346,5628,3477,7.7,34.1,35.9,22.2
TN,Sumner,35774,63454,27680,92630,17783,22836,12315,38135,39067,33020,10.1,31.1,31.9,26.9
GA,Thomas,4261,12969,8708,21872,3250,7777,5290,9393,8727,7021,17.4,30.9,28.7,23.1
KS,Thomas,2484,3106,622,3794,1048,7777,243,1276,2209,1275,4.9,25.5,44.2,25.5
KS,Trego,1103,1341,238,1603,392,2803,140,642,839,478,6.7,30.6,40,22.8
KS,Wabaunsee,1857,2813,956,3861,611,6931,228,1636,1766,1105,4.8,34.6,37.3,23.3
KS,Wallace,718,762,44,817,170,1518,73,298,388,339,6.6,27.1,35.3,30.9
AL,Washington,4306,6564,2258,8876,1056,5406,2243,4954,2996,1276,19.6,43.2,26.1,11.1
AR,Washington,3680,47504,43824,94266,21405,5406,20771,36295,35712,45385,15,26.3,25.8,32.8
GA,Washington,-75,4668,4743,9477,1487,5406,2805,6012,3344,1975,19.8,42.5,23.7,14
ID,Washington,3081,4154,1073,5344,837,5406,998,2576,2442,1043,14.1,36.5,34.6,14.8
IN,Washington,6330,9114,2784,12139,1956,5406,2967,8387,5327,2535,15.4,43.6,27.7,13.2
IA,Washington,2410,6971,4561,11765,2285,5406,1336,5888,4537,3214,8.9,39.3,30.3,21.5
KS,Washington,1865,2332,467,2843,472,5406,362,1461,1273,788,9.3,37.6,32.8,20.3
ME,Washington,3433,10194,6761,17357,408,5406,2710,9099,6645,4854,11.6,39,28.5,20.8
MD,Washington,14180,40224,26044,67779,11471,5406,13723,37982,30357,22409,13.1,36.4,29.1,21.4
MN,Washington,-15401,73764,89165,166786,20017,5406,6889,35951,53768,73505,4,21.1,31.6,43.2
MO,Washington,6243,8047,1804,9976,2073,5406,4026,6679,4930,1615,23.3,38.7,28.6,9.4
NY,Washington,4376,15941,11565,28138,1875,5406,5519,17111,13058,9151,12.3,38.2,29.1,20.4
NC,Washington,-615,2781,3396,6205,765,5406,1683,2998,2759,946,20.1,35.8,32.9,11.3
OR,Washington,-110867,99073,209940,320326,0,5406,33294,69211,120704,173384,8.4,17.5,30.4,43.7
PA,Washington,26992,72080,45088,118478,8338,5406,10551,56878,37408,43968,7.1,38.2,25.1,29.5
TN,Washington,21806,40444,18638,60203,10784,5406,9861,24962,23877,28075,11.4,28.8,27.5,32.4
TX,Washington,8698,12959,4261,17418,2738,5406,3302,7554,6541,5790,14.2,32.6,28.2,25
UT,Washington,46764,67294,20530,90476,18884,5406,7654,23856,42537,28437,7.5,23.3,41.5,27.7
WI,Washington,33587,60237,26650,88070,13286,5406,4939,28658,31889,28989,5.2,30.3,33.8,30.7
TX,Wichita,18908,32069,13161,46030,13973,2119,11382,26643,26814,19364,13.5,31.6,31.8,23
KS,Wilson,2400,3111,711,3899,852,8525,770,2140,2297,878,12.7,35.2,37.7,14.4
NC,Wilson,-1173,19581,20754,40735,6595,8525,10880,17631,15920,10821,19.7,31.9,28.8,19.6
TN,Wilson,28042,50296,22254,74330,14018,8525,8013,27216,27862,27857,8.8,29.9,30.6,30.6
TX,Wilson,12113,18463,6350,25013,2747,8525,4355,11631,9788,6653,13.4,35.9,30.2,20.5
KS,Woodson,906,1189,283,1495,27,3138,275,851,894,314,11.8,36.5,38.3,13.5
KS,Wyandotte,-17054,18512,35566,55107,17009,165429,21680,33783,30238,18048,20.9,32.6,29.1,17.4
IA,Adair,1719,2917,1198,4177,707,19202,295,2204,1825,790,5.8,43.1,35.7,15.4
KY,Adair,5884,7276,1392,8768,1536,19202,2813,5066,3072,2125,21.5,38.7,23.5,16.3
MO,Adair,2703,6413,3710,10336,2143,19202,1263,4831,3354,4058,9.4,35.8,24.8,30
IN,Allen,18894,92083,73189,169082,33776,21315,25762,68899,77628,67527,10.7,28.7,32.4,28.2
KS,Allen,2596,4155,1559,5842,112,21315,697,2918,3222,1757,8.1,34,37.5,20.4
KS,Anderson,2109,2874,765,3720,167,22747,454,2161,1682,913,8.7,41.5,32.3,17.5
SC,Anderson,40396,67565,27169,96093,16482,22747,20842,41963,42757,28714,15.5,31.3,31.8,21.4
TN,Anderson,11443,23184,11741,35570,5688,22747,7138,17882,16292,12661,13.2,33.1,30.2,23.5
TX,Anderson,11155,15110,3955,19227,4644,22747,8351,15224,13503,4931,19.9,36.2,32.1,11.7
KY,Barren,9527,14654,5127,20064,3521,44249,5084,12349,7487,4757,17.1,41.6,25.2,16
TX,Bell,10879,67893,57014,127375,18910,26032,19504,53563,83008,50770,9.4,25.9,40.1,24.5
AR,Boone,10588,13652,3064,17114,2549,133581,3375,8779,9652,4145,13,33.8,37.2,16
IN,Boone,7107,22351,15244,38520,5731,133581,2699,9025,10117,20445,6.4,21.3,23.9,48.3
IA,Boone,2392,8695,6303,15340,2288,133581,1054,5965,6871,4578,5.7,32.3,37.2,24.8
MO,Boone,-11418,38646,50064,91168,16648,133581,6161,22382,28440,48512,5.8,21.2,27,46
WV,Boone,4775,6816,2041,9012,1290,133581,3294,8202,3362,1354,20.3,50.6,20.7,8.4
KS,Bourbon,3405,4910,1505,6550,303,19788,846,2948,3802,1972,8.8,30.8,39.7,20.6
AL,Butler,1493,5458,3965,9488,1679,12879,2141,6091,3421,2235,15.4,43.9,24.6,16.1
IA,Butler,3118,5542,2424,8098,1538,12879,760,3928,3893,1823,7.3,37.8,37.4,17.5
